2017-12-29 15:31:30,500 INFO  [Log] 清空日志成功！ 
2017-12-29 15:31:32,781 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,781 INFO  [Log] --------------------第16组测试数据-------------------- 
2017-12-29 15:31:32,781 INFO  [Log] postData：{"contact":"大爷187","phone":18714672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,782 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,782 INFO  [Log] --------------------第17组测试数据-------------------- 
2017-12-29 15:31:32,782 INFO  [Log] postData：{"contact":"大爷188","phone":18814672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,782 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,782 INFO  [Log] --------------------第18组测试数据-------------------- 
2017-12-29 15:31:32,782 INFO  [Log] postData：{"contact":"大爷147","phone":14714672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,782 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,782 INFO  [Log] --------------------第19组测试数据-------------------- 
2017-12-29 15:31:32,783 INFO  [Log] postData：{"contact":"大爷178","phone":17814672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,783 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,783 INFO  [Log] --------------------第20组测试数据-------------------- 
2017-12-29 15:31:32,783 INFO  [Log] postData：{"contact":"大爷130","phone":13014672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,783 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,783 INFO  [Log] --------------------第21组测试数据-------------------- 
2017-12-29 15:31:32,783 INFO  [Log] postData：{"contact":"大爷131","phone":13114672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,783 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,784 INFO  [Log] --------------------第22组测试数据-------------------- 
2017-12-29 15:31:32,784 INFO  [Log] postData：{"contact":"大爷132","phone":13214672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,784 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,784 INFO  [Log] --------------------第23组测试数据-------------------- 
2017-12-29 15:31:32,785 INFO  [Log] postData：{"contact":"大爷155","phone":15514672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,785 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,785 INFO  [Log] --------------------第24组测试数据-------------------- 
2017-12-29 15:31:32,785 INFO  [Log] postData：{"contact":"大爷156","phone":15614672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,785 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,787 INFO  [Log] --------------------第25组测试数据-------------------- 
2017-12-29 15:31:32,787 INFO  [Log] postData：{"contact":"大爷185","phone":18514672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,787 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,787 INFO  [Log] --------------------第26组测试数据-------------------- 
2017-12-29 15:31:32,787 INFO  [Log] postData：{"contact":"大爷186","phone":18614672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,788 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,788 INFO  [Log] --------------------第27组测试数据-------------------- 
2017-12-29 15:31:32,788 INFO  [Log] postData：{"contact":"大爷145","phone":14514672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,788 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,788 INFO  [Log] --------------------第28组测试数据-------------------- 
2017-12-29 15:31:32,788 INFO  [Log] postData：{"contact":"大爷175","phone":17514672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,788 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,788 INFO  [Log] --------------------第29组测试数据-------------------- 
2017-12-29 15:31:32,788 INFO  [Log] postData：{"contact":"大爷176","phone":17614672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,789 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,789 INFO  [Log] --------------------第30组测试数据-------------------- 
2017-12-29 15:31:32,789 INFO  [Log] postData：{"contact":"大爷133","phone":13314672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,790 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,790 INFO  [Log] --------------------第31组测试数据-------------------- 
2017-12-29 15:31:32,790 INFO  [Log] postData：{"contact":"大爷153","phone":15314672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,790 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,790 INFO  [Log] --------------------第32组测试数据-------------------- 
2017-12-29 15:31:32,791 INFO  [Log] postData：{"contact":"大爷180","phone":18014672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,791 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,791 INFO  [Log] --------------------第33组测试数据-------------------- 
2017-12-29 15:31:32,791 INFO  [Log] postData：{"contact":"大爷181","phone":18114672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,791 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,791 INFO  [Log] --------------------第34组测试数据-------------------- 
2017-12-29 15:31:32,791 INFO  [Log] postData：{"contact":"大爷189","phone":18914672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,791 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,792 INFO  [Log] --------------------第35组测试数据-------------------- 
2017-12-29 15:31:32,792 INFO  [Log] postData：{"contact":"大爷177","phone":17714672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,792 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,792 INFO  [Log] --------------------第36组测试数据-------------------- 
2017-12-29 15:31:32,792 INFO  [Log] postData：{"contact":"大爷173","phone":17314672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,792 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,792 INFO  [Log] --------------------第37组测试数据-------------------- 
2017-12-29 15:31:32,792 INFO  [Log] postData：{"contact":"大爷170","phone":17014672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,792 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,792 INFO  [Log] --------------------第38组测试数据-------------------- 
2017-12-29 15:31:32,792 INFO  [Log] postData：{"contact":"大爷171","phone":17114672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,793 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,793 INFO  [Log] --------------------第39组测试数据-------------------- 
2017-12-29 15:31:32,793 INFO  [Log] postData：{"contact":"大爷198","phone":19814672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,793 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,795 INFO  [Log] --------------------第40组测试数据-------------------- 
2017-12-29 15:31:32,795 INFO  [Log] postData：{"contact":"大爷199","phone":19914672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,795 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,800 INFO  [Log] --------------------第41组测试数据-------------------- 
2017-12-29 15:31:32,800 INFO  [Log] postData：{"contact":"大爷166","phone":16614672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,800 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,800 INFO  [Log] --------------------第42组测试数据-------------------- 
2017-12-29 15:31:32,801 INFO  [Log] postData：{"contact":"大爷146","phone":14614672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,803 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,803 INFO  [Log] --------------------第43组测试数据-------------------- 
2017-12-29 15:31:32,804 INFO  [Log] postData：{"contact":"大爷148","phone":14814672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,813 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,814 INFO  [Log] --------------------第44组测试数据-------------------- 
2017-12-29 15:31:32,814 INFO  [Log] postData：{"contact":"","phone":14814672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,814 INFO  [Log] expectValue：联系人不能为空 
2017-12-29 15:31:32,815 INFO  [Log] --------------------第45组测试数据-------------------- 
2017-12-29 15:31:32,815 INFO  [Log] postData：{"contact":"   ","phone":14814672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,815 INFO  [Log] expectValue：联系人不能为空 
2017-12-29 15:31:32,815 INFO  [Log] --------------------第46组测试数据-------------------- 
2017-12-29 15:31:32,815 INFO  [Log] postData：{"contact":"*？&%@","phone":13414672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,816 INFO  [Log] expectValue：联系人只能由中文、字母或数字组成 
2017-12-29 15:31:32,816 INFO  [Log] --------------------第47组测试数据-------------------- 
2017-12-29 15:31:32,816 INFO  [Log] postData：{"contact":"壹贰叁肆伍陆柒","phone":13414672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,816 INFO  [Log] expectValue：联系人字数太多 
2017-12-29 15:31:32,816 INFO  [Log] --------------------第48组测试数据-------------------- 
2017-12-29 15:31:32,816 INFO  [Log] postData：{"contact":"aaaaaaaaaa19","phone":13414672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,816 INFO  [Log] expectValue：联系人字数太多 
2017-12-29 15:31:32,816 INFO  [Log] --------------------第49组测试数据-------------------- 
2017-12-29 15:31:32,816 INFO  [Log] postData：{"contact":"大爷","phone":13414672775,"gender":0,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,816 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,816 INFO  [Log] --------------------第50组测试数据-------------------- 
2017-12-29 15:31:32,816 INFO  [Log] postData：{"contact":"大爷","phone":13414672775,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,816 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,817 INFO  [Log] --------------------第51组测试数据-------------------- 
2017-12-29 15:31:32,817 INFO  [Log] postData：{"contact":"大爷","phone":13414672775,"gender":"ABC","regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,817 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,817 INFO  [Log] --------------------第52组测试数据-------------------- 
2017-12-29 15:31:32,817 INFO  [Log] postData：{"contact":"大爷","phone":13414672775,"gender":"","regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,817 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,817 INFO  [Log] --------------------第53组测试数据-------------------- 
2017-12-29 15:31:32,817 INFO  [Log] postData：{"contact":"大爷","phone":13414672775,"gender":"  " ,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,817 INFO  [Log] expectValue：成功 
2017-12-29 15:31:32,817 INFO  [Log] --------------------第54组测试数据-------------------- 
2017-12-29 15:31:32,817 INFO  [Log] postData：{"contact":"大爷","phone":134146727755,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,818 INFO  [Log] expectValue：手机号码格式错误 
2017-12-29 15:31:32,818 INFO  [Log] --------------------第55组测试数据-------------------- 
2017-12-29 15:31:32,818 INFO  [Log] postData：{"contact":"大爷","phone":1341467277,"gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,818 INFO  [Log] expectValue：手机号码格式错误 
2017-12-29 15:31:32,818 INFO  [Log] --------------------第56组测试数据-------------------- 
2017-12-29 15:31:32,818 INFO  [Log] postData：{"contact":"大爷","phone":"137$46&27@6","gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,818 INFO  [Log] expectValue：手机号码格式错误 
2017-12-29 15:31:32,818 INFO  [Log] --------------------第57组测试数据-------------------- 
2017-12-29 15:31:32,818 INFO  [Log] postData：{"contact":"大爷","phone":"13a14b72z7","gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,818 INFO  [Log] expectValue：手机号码格式错误 
2017-12-29 15:31:32,818 INFO  [Log] --------------------第58组测试数据-------------------- 
2017-12-29 15:31:32,818 INFO  [Log] postData：{"contact":"大爷","phone":"13,14!72?7","gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,818 INFO  [Log] expectValue：手机号码格式错误 
2017-12-29 15:31:32,818 INFO  [Log] --------------------第59组测试数据-------------------- 
2017-12-29 15:31:32,821 INFO  [Log] postData：{"contact":"大爷","phone":"1371467 776","gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,821 INFO  [Log] expectValue：手机号码格式错误 
2017-12-29 15:31:32,821 INFO  [Log] --------------------第60组测试数据-------------------- 
2017-12-29 15:31:32,821 INFO  [Log] postData：{"contact":"大爷","phone":"","gender":1,"regionId":813395,"latitude":22.408965,"longitude":113.826119,"room1":"1123Az","village":"东角山","city1":"深圳","addressNaviId":18039,"building":"自动化测试楼栋C栋（勿删）","addressBuildingId":256} 
2017-12-29 15:31:32,822 INFO  [Log] expectValue：手机号码格式错误 
2017-12-29 15:31:32,822 INFO  [Log] --------------------第61组测试数据-------------------- 
